road_id,unique_key,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
66735161_road,66735161,Staten Island Expwy,East/Brooklyn Bound,Richmond Ave (Exit 7) - Victory Blvd (Exit 8),Roadway
66737952_road,66737952,BQE/Gowanus Expwy,West/Brooklyn Bound,Long Island Expwy (I-495) /Midtown Tunnel Eastern Long Is/Greenpoint Ave (Exit 35) - Kosciuszko Br (,Roadway
66733647_road,66733647,F,Unspecified,Entrance,42 St & 6 Av SW corner
66739226_road,66739226,6,Unspecified,Stairway,
66735019_road,66735019,C,Unspecified,Platform,
66735020_road,66735020,F,Unspecified,Platform,
66729521_road,66729521,J,Unspecified,Mezzanine,
66738241_road,66738241,Richmond Pkwy/Korean War Vets,Northbound,Maguire Ave/Foster Rd/Huguenot Ave - Arden Ave/Annadale Rd,Roadway
66735021_road,66735021,A,Unspecified,Stairway,
66730897_road,66730897,A,Unspecified,Mezzanine,
66736354_road,66736354,F,Unspecified,Mezzanine,
66737802_road,66737802,1,Unspecified,Platform,
66730972_road,66730972,Hutchinson River Pkwy,North/Westchester County Bound,New England Thruway (I-95) New Haven (Exit 6) - Boston Rd/ Pelham Manor (Exit 7),Roadway
66737805_road,66737805,6,Unspecified,Platform,
66730896_road,66730896,R,Unspecified,Mezzanine,
66736369_road,66736369,R,R to Bay Ridge - 95 St,Platform,
66732341_road,66732341,F,F platform,Platform,
66729500_road,66729500,F,Unspecified,Mezzanine,
66732344_road,66732344,1,Unspecified,Entrance,W 43 St & Broadway
66730880_road,66730880,D,Unspecified,Passageway,
66737785_road,66737785,F,Unspecified,Mezzanine,
66732323_road,66732323,N,Unspecified,Other,
66739208_road,66739208,7,Unspecified,Mezzanine,
66726805_road,66726805,Grand Central Pkwy,West/Toward RFK Triborough Bridge,La Guardia Airport 94 St (Exit 7) - La Guardia Airport/Steinway St (Exit 5),Roadway
66725734_road,66725734,Belt Pkwy,East/Queens Bound,Ocean Pkwy (Exit 7),Ramp
66720524_road,66720524,E,Unspecified,Entrance,W 33 St & 8 Av
66725585_road,66725585,J,Unspecified,Mezzanine,
66719406_road,66719406,Richmond Pkwy/Korean War Vets,Northbound,Maguire Ave/Foster Rd/Huguenot Ave - Arden Ave/Annadale Rd,Roadway
66726844_road,66726844,D,Unspecified,Mezzanine,
66724316_road,66724316,6,Unspecified,Mezzanine,
66724303_road,66724303,FDR Dr,Northbound/Uptown,E 42 St (Exit 9),Ramp
66720525_road,66720525,C,B C Downtown & Brooklyn,Platform,
66723069_road,66723069,A,Unspecified,Entrance,Jay St & Willoughby St (NE corner)
66726988_road,66726988,Richmond Pkwy/Korean War Vets,Northbound,Arden Ave/Annadale Rd - Richmond Ave,Roadway
66720679_road,66720679,Staten Island Expwy,East/Brooklyn Bound,Bradley Ave (Exit 11),Ramp
66724312_road,66724312,C,Unspecified,Mezzanine,
66720541_road,66720541,5,Unspecified,Entrance,
66721921_road,66721921,Macombs Dam Br - W 155th St,Manhattan Bound,Ramp,Ramp
66728094_road,66728094,B,Unspecified,Entrance,57 St & 8 Av SW corner / Turnstyles
66719244_road,66719244,1,1 Uptown & The Bronx,Platform,
66721923_road,66721923,Henry Hudson Pkwy/Rt 9A,North/Bronx Bound,W 125 St (Exit 12) - W 158 St (Exit 13),Roadway
66721788_road,66721788,Q,Unspecified,Mezzanine,
66723065_road,66723065,R,R to Bay Ridge - 95 St,Platform,
66721783_road,66721783,M,Unspecified,Platform,
66724311_road,66724311,Q,N Q R W Downtown & Brooklyn,Platform,
66719247_road,66719247,Q,Unspecified,Platform,
66724464_road,66724464,West Shore Expwy,Southbound/To OuterBr Cr,South Ave (Exit 8) - Victory Blvd (Exit 7),Roadway
66724315_road,66724315,6,Unspecified,Platform,
66723119_road,66723119,BQE/Gowanus Expwy,West/Brooklyn Bound,Broadway Roosevelt Ave (Exit 40) - Queens Blvd (NY 25) (Exit 39W),Roadway
66726843_road,66726843,L,Unspecified,Entrance,Palmetto St & Wyckoff Av & Gates Av
66725566_road,66725566,G,Unspecified,Platform,
66726840_road,66726840,A,A to 207 St,Platform,
66721922_road,66721922,Belt Pkwy,East/Long Island Bound,Cross Bay Blvd Woodhaven Rockaways(Exit 17) - Nassau Expwy (NY 878)/Van Wyck Expwy Kennedy Airport (,Roadway
66720678_road,66720678,West Shore Expwy,Southbound/To OuterBr Cr,South Ave (Exit 8),Ramp
66725584_road,66725584,A,Unspecified,Platform,
66726848_road,66726848,B,B C Downtown & Brooklyn,Platform,
66720538_road,66720538,F,B D F M Uptown & The Bronx - Queens,Platform,
66724318_road,66724318,4,Unspecified,Mezzanine,
66725586_road,66725586,J,Unspecified,Mezzanine,
66721787_road,66721787,7,Unspecified,Mezzanine,
66720594_road,66720594,Cross Island Pkwy,South/Long Island Bound,Braddock Ave Jamaica Ave (Exit 27W) - Jamaica Ave Jericho Tpke (Exit 27E),Roadway
66721782_road,66721782,1,1 Downtown,Platform,
66724308_road,66724308,1,1 Downtown,Platform,
66720668_road,66720668,Manhattan Br,Manhattan Bound,Ramp,Ramp
66720534_road,66720534,A,Unspecified,Stairway,
66728158_road,66728158,FDR Dr,Northbound/Uptown,E 61 St Ed Koch Queensboro Br (Exit 12) - E 96 St(Exit 14),Roadway
66725583_road,66725583,F,Unspecified,Platform,
66725829_road,66725829,BQE/Gowanus Expwy,West/Staten Island Bound,Hamilton Ave Battery Tun Manhattan (Exit 26) - Prospect Expwy(NY 27) (Exit 24),Roadway
66719403_road,66719403,Belt Pkwy,East/Queens Bound,Cropsey Ave Coney Is (Exit 6) - Ocean Pkwy (Exit 7),Roadway
66726825_road,66726825,1,1 Downtown,Platform,
66728243_road,66728243,Clearview Expwy,Southbound,35 Ave (Exit 6A) - Northern Blvd (Exit 5),Roadway
66726842_road,66726842,2,2 3 Downtown & Brooklyn,Platform,
66725588_road,66725588,D,Unspecified,Entrance,DeKalb Av & Flatbush Av Ext.
66724310_road,66724310,1,Unspecified,Stairway,
66719245_road,66719245,E,Unspecified,Stairway,
66726827_road,66726827,E,Unspecified,Platform,
66726849_road,66726849,R,R platform,Platform,
66728107_road,66728107,7,Unspecified,Mezzanine,
66724295_road,66724295,G,Unspecified,Platform,
66725567_road,66725567,F,Unspecified,Mezzanine,
66726850_road,66726850,Q,Unspecified,Entrance,E 69 St & 2 Av
66726828_road,66726828,B,B C Downtown & Brooklyn,Platform,
66726841_road,66726841,R,Unspecified,Platform,
66726845_road,66726845,1,Unspecified,Passageway,
66721784_road,66721784,Q,Unspecified,Mezzanine,
66720542_road,66720542,6,Unspecified,Other,
66721786_road,66721786,3,2 3 Downtown & Brooklyn,Platform,
66725564_road,66725564,4,4 5 Downtown & Brooklyn lower level,Platform,
66728112_road,66728112,A,A to 207 St,Platform,
66723062_road,66723062,A,A to 207 St,Platform,
66725568_road,66725568,A,A to 207 St,Platform,
66719246_road,66719246,D,Unspecified,Other,
66728105_road,66728105,F,Unspecified,Platform,
66726847_road,66726847,1,Unspecified,Entrance,W 43 St & Broadway
66724309_road,66724309,N,Unspecified,Other,
66726826_road,66726826,E,Unspecified,Mezzanine,
66721775_road,66721775,F,B D F Uptown - Queens lower level,Platform,
66721785_road,66721785,N,N Q Brooklyn,Platform,
66725565_road,66725565,J,Unspecified,Mezzanine,
66724305_road,66724305,F,Unspecified,Platform,
66720535_road,66720535,F,Unspecified,Mezzanine,
66710436_road,66710436,J,Unspecified,Mezzanine,
66716364_road,66716364,R,Unspecified,Platform,
66716355_road,66716355,E,Unspecified,Entrance,W 35 St & 8 Av
66708965_road,66708965,J,Unspecified,Mezzanine,
66713418_road,66713418,J,J M Z to Broad St (JZ) Uptown (M),Platform,
66711929_road,66711929,F,Unspecified,Mezzanine,
66713419_road,66713419,J,J M Z to Broad St (JZ) Uptown (M),Platform,
66708964_road,66708964,D,Unspecified,Other,
66716570_road,66716570,Richmond Pkwy/Korean War Vets,South/New Jersey Bound,Arden Ave - Huguenot Ave Foster Rd,Roadway
66711930_road,66711930,7,Unspecified,Entrance,5 Av & 42 St
66714897_road,66714897,Q,Q platform,Platform,
66717860_road,66717860,Q,Unspecified,Mezzanine,
66713420_road,66713420,Q,Unspecified,Other,
66710446_road,66710446,F,Unspecified,Stairway,
66713415_road,66713415,F,Unspecified,Mezzanine,
66718063_road,66718063,Manhattan Br,Manhattan Bound,Roadway,Roadway
66714900_road,66714900,6,Unspecified,Entrance,Hugh J Grant Cir & Metropolitan Av
66716378_road,66716378,D,Unspecified,Mezzanine,
66713622_road,66713622,FDR Dr,Southbound/Downtown,E 53 St (Exit 11),Ramp
66714906_road,66714906,1,Unspecified,Entrance,W 28 St & 7 Av to Downtown
66714882_road,66714882,Q,Unspecified,Entrance,E 83 St & 2 Av
66710423_road,66710423,C,B C Downtown & Brooklyn,Platform,
66707493_road,66707493,L,L to 8 Av,Platform,
66716377_road,66716377,1,Unspecified,Other,
66710447_road,66710447,F,Unspecified,Entrance,6 Av & 23 St to Uptown & Queens
66713413_road,66713413,1,1 Uptown & The Bronx,Platform,
66711726_road,66711726,Bronx River Pkwy,North/Westchester County Bound,Gun Hill Road (Exit 9) - E 233 St (Exit 10),Roadway
66712028_road,66712028,Belt Pkwy,West/Brooklyn Bound,Entrance Belt Pkwy - Merrick Blvd. (Exit 24B),Roadway
66715096_road,66715096,Bruckner Expwy,Southbound/To RFK Triborough Br,E Tremont Ave (Exit 7B) - Throgs Neck Br Long Island (I-695) (Exit 7A),Roadway
66711933_road,66711933,6,Unspecified,Mezzanine,
66711686_road,66711686,Major Deegan Expwy,South/Toward Triborough Br,I95/US 1 South G Washington Br Trenton/I95 US 1 North Cr Bronx Expwy - New Haven (Exit 7 N-S) E 153,Roadway
66713397_road,66713397,E,E Downtown & Brooklyn,Platform,
66706292_road,66706292,Major Deegan Expwy,North/Westchester County Bound,E 233 St (Exit 13) - McLean Ave (Exit 14),Roadway
66709204_road,66709204,Belt Pkwy,West/Staten Island Bound,14th Ave Bay 8th St (Exit 4) - Verrazzano-Narrows Br (I-278) (Exit 3),Roadway
66714903_road,66714903,B,Unspecified,Mezzanine,
66710662_road,66710662,Major Deegan Expwy,North/Westchester County Bound,Van Cortland Van Cortlandt Pk So (Exit 11),Ramp
66714988_road,66714988,West Shore Expwy,Southbound/To OuterBr Cr,Bloomingdale Rd (Exit 3) - Englewood Ave (Exit 3A),Roadway
66711916_road,66711916,Madison Ave. Br - 138th St,Bronx Bound,Bikepath,Roadway
66712108_road,66712108,Staten Island Expwy,East/Brooklyn Bound,Richmond Ave (Exit 7) - Victory Blvd (Exit 8),Roadway
66713399_road,66713399,C,Unspecified,Platform,
66713400_road,66713400,Q,Unspecified,Entrance,7 Av & W 55 St
66716363_road,66716363,Q,Unspecified,Entrance,7 Av & W 55 St
66714899_road,66714899,M,F M Uptown & Queens,Platform,
66707494_road,66707494,J,Unspecified,Mezzanine,
66714870_road,66714870,Belt Pkwy,West/Staten Island Bound,Knapp St Sheepshead Bay (Exit 9),Ramp
66716336_road,66716336,Belt Pkwy,West/Staten Island Bound,Knapp St Sheepshead Bay (Exit 9),Ramp
66717861_road,66717861,1,Unspecified,Stairway,
66717858_road,66717858,J,Unspecified,Mezzanine,
66713209_road,66713209,Grand Central Pkwy,West/Toward RFK Triborough Bridge,Brooklyn-Queens Expwy Staten Island (I-278) (Exit 4),Ramp
66717856_road,66717856,1,1 Uptown & The Bronx,Platform,
66711932_road,66711932,4,4 to Manhattan,Platform,
66714898_road,66714898,3,1 2 3 Downtown & Brooklyn,Platform,
66710444_road,66710444,2,Unspecified,Passageway,
66713421_road,66713421,1,1 Downtown,Platform,
66711931_road,66711931,1,1 2 3 Uptown & The Bronx,Platform,
66714904_road,66714904,5,Unspecified,Mezzanine,
66708980_road,66708980,M,Unspecified,Other,
66713414_road,66713414,5,4 5 6 Uptown & The Bronx,Platform,
66708976_road,66708976,2,Unspecified,Passageway,
66716305_road,66716305,Belt Pkwy,East/Long Island Bound,130 Ave. (Exit 24B) - Southern State Pkwy (Exit 25A),Roadway
66714902_road,66714902,E,Unspecified,Platform,
66716380_road,66716380,A,Unspecified,Entrance,Fort Washington Av & W 181 St
66708979_road,66708979,Q,Unspecified,Passageway,
66713412_road,66713412,A,Unspecified,Entrance,Fort Washington Av & W 181 St
66717836_road,66717836,N,Unspecified,Entrance,14 St & Union Sq West
66711934_road,66711934,2,Unspecified,Other,
66717857_road,66717857,C,Unspecified,Entrance,W 23 St & 8 Av NW and SW corners (to Dow
66714907_road,66714907,Q,Unspecified,Other,
66716376_road,66716376,N,N to Manhattan,Platform,
66713396_road,66713396,1,1 Downtown,Platform,
66710445_road,66710445,2,Unspecified,Entrance,W 43 St & Broadway
66708978_road,66708978,4,Unspecified,Platform,
66717837_road,66717837,J,Unspecified,Entrance,Essex St & Delancey St South side
66716354_road,66716354,Q,Unspecified,Entrance,E 83 St & 2 Av
66717855_road,66717855,Q,Unspecified,Mezzanine,
66708975_road,66708975,Q,Unspecified,Mezzanine,
66713398_road,66713398,E,Unspecified,Mezzanine,
66704980_road,66704980,J,Unspecified,Stairway,
66699485_road,66699485,Q,Unspecified,Mezzanine,
66702757_road,66702757,L,L to Canarsie - Rockaway Parkway,Platform,
66700557_road,66700557,1,1 2 3 Downtown & Brooklyn,Platform,
66699545_road,66699545,BQE/Gowanus Expwy,West/Brooklyn Bound,Long Island Expwy (I-495) /Midtown Tunnel Eastern Long Is/Greenpoint Ave (Exit 35) - Kosciuszko Br (,Roadway
66704979_road,66704979,6,6 to Pelham Bay Park,Platform,
66703890_road,66703890,B,Unspecified,Entrance,57 St & 8 Av SW corner / Turnstyles
66699487_road,66699487,D,Unspecified,Stairway,
66700556_road,66700556,G,G to Queens,Platform,
66700558_road,66700558,6,6 Downtown,Platform,
66698362_road,66698362,Q,Unspecified,Mezzanine,
66704068_road,66704068,Major Deegan Expwy,South/Toward Triborough Br,Begin Major Deegan Expwy - Willis Ave Third Ave Br (Exit 2),Roadway
66698361_road,66698361,J,Unspecified,Mezzanine,
66701734_road,66701734,BQE/Gowanus Expwy,West/Brooklyn Bound,Long Island Expwy (I-495) /Midtown Tunnel Eastern Long Is/Greenpoint Ave (Exit 35) - Kosciuszko Br (,Roadway
66703865_road,66703865,Henry Hudson Pkwy/Rt 9A,South/Downtown,W 95 St (Exit 11) - W 79 St (Exit 10),Roadway
66701735_road,66701735,BQE/Gowanus Expwy,East/Bronx Bound,Kosciuszko Br (from Brooklyn) - Long Island Expwy (I-495) (Exit 35 E-W),Roadway
66703855_road,66703855,Jackie Robinson/Interboro Pkwy,Eastbound,Cypress Ave Vermont Pl (Exit 2) - Cypress Hills St (Exit 3),Roadway
66698363_road,66698363,Q,Unspecified,Mezzanine,
66706055_road,66706055,Q,Unspecified,Mezzanine,
66706053_road,66706053,G,Unspecified,Platform,
66699489_road,66699489,1,1 Downtown,Platform,
66700541_road,66700541,F,Unspecified,Stairway,
66700559_road,66700559,C,Unspecified,Entrance,W 33 St & 8 Av
66699488_road,66699488,1,1 2 3 Uptown & The Bronx,Platform,
66700540_road,66700540,6,6 Downtown,Platform,
66698367_road,66698367,A,A S platform,Platform,
66704965_road,66704965,M,Unspecified,Entrance,E 53 St & 5 Av
66704973_road,66704973,Van Wyck Expwy,North/Bronx Bound,JFK International Airport - Van Wyck Service Roads,Roadway
66699477_road,66699477,D,Unspecified,Entrance,DeKalb Av & Flatbush Av Ext.
66699491_road,66699491,J,Unspecified,Mezzanine,
66704977_road,66704977,J,Unspecified,Mezzanine,
66704984_road,66704984,3,1 2 3 Uptown & The Bronx,Platform,
66706047_road,66706047,B,Unspecified,Entrance,
66704978_road,66704978,1,Unspecified,Mezzanine,
66702756_road,66702756,D,Unspecified,Other,
66700553_road,66700553,A,Unspecified,Mezzanine,
66704966_road,66704966,D,Unspecified,Mezzanine,
66703897_road,66703897,F,F platform,Platform,
66704006_road,66704006,Richmond Pkwy/Korean War Vets,Northbound,Maguire Ave/Foster Rd/Huguenot Ave - Arden Ave/Annadale Rd,Roadway
66698349_road,66698349,E,Unspecified,Mezzanine,
66701664_road,66701664,J,Unspecified,Entrance,Essex St & Delancey St South side
66701663_road,66701663,D,B D F M Uptown & The Bronx - Queens,Platform,
66700539_road,66700539,6,6 Uptown & The Bronx,Platform,
66704940_road,66704940,BQE/Gowanus Expwy,West/Staten Island Bound,Prospect Expwy(NY 27) (Exit 24) - 39 St (Exit 23),Roadway
66702743_road,66702743,6,6 Downtown,Platform,
66700555_road,66700555,J,J Z platform,Platform,
66706054_road,66706054,Q,Unspecified,Platform,
66699478_road,66699478,6,Unspecified,Mezzanine,
66703900_road,66703900,Q,Unspecified,Mezzanine,
66699479_road,66699479,6,Unspecified,Mezzanine,
66697309_road,66697309,F,Unspecified,Mezzanine,
66695945_road,66695945,E,Unspecified,Mezzanine,
66697306_road,66697306,F,Unspecified,Mezzanine,
66688918_road,66688918,J,J M Z to Broad St (JZ) Uptown (M),Platform,
66690337_road,66690337,E,E platform,Platform,
66691772_road,66691772,F,Unspecified,Other,
66694512_road,66694512,D,Unspecified,Mezzanine,
66688929_road,66688929,4,Unspecified,Stairway,
66687478_road,66687478,J,Unspecified,Platform,
66690324_road,66690324,F,Unspecified,Mezzanine,
66693168_road,66693168,4,Unspecified,Entrance,
66688928_road,66688928,1,Unspecified,Entrance,"WTC / PATH (lower level, from Downtown p"
66690335_road,66690335,1,1 Downtown,Platform,
66690728_road,66690728,West Shore Expwy,Northbound,Arthur Kill Rd Huguenot Ave (Exit 4) - Victory Blvd (Exit 7),Roadway
66693167_road,66693167,1,Unspecified,Platform,
66695947_road,66695947,F,Unspecified,Other,
66691783_road,66691783,F,Unspecified,Passageway,
66693163_road,66693163,B,B D Uptown & The Bronx,Platform,
66695946_road,66695946,E,C E Downtown & Brooklyn,Platform,
66690462_road,66690462,Queensboro/59th St Br,Queens Bound,Ramp,Ramp
66693161_road,66693161,N,Unspecified,Stairway,
66690398_road,66690398,Long Island Expwy,East/Long Island Bound,108 St (Exit 21) - Grand Central Pkwy / Van Wyck Expwy (Exit 22 A-E),Roadway
66688988_road,66688988,Hutchinson River Pkwy,North/Westchester County Bound,BEGIN Hutchinson River Pkwy - Lafayette Ave,Roadway
66691785_road,66691785,J,Unspecified,Mezzanine,
66687487_road,66687487,2,Unspecified,Platform,
66694625_road,66694625,Major Deegan Expwy,North/Westchester County Bound,Grand Concourse E 138 St (Exit 3) - E 149th St 145 St Br (Exit 4),Roadway
66688931_road,66688931,J,Unspecified,Mezzanine,
66697092_road,66697092,Harlem River Dr,South/Downtown,Entrance ramp from George Washington Bridge,Ramp
66694713_road,66694713,FDR Dr,Southbound/Downtown,Brooklyn Br Manhattan Civic Center (Exit 2),Ramp
66691974_road,66691974,FDR Dr,Southbound/Downtown,South St Manhattan Br (Exit 3),Ramp
66690552_road,66690552,FDR Dr,Southbound/Downtown,E 20 St - E 23 St (Exit 7),Ramp
66689138_road,66689138,FDR Dr,Southbound/Downtown,E 71 St (Exit 13),Ramp
66691975_road,66691975,FDR Dr,Southbound/Downtown,Midtown Tun E 34 St (Exit 8),Ramp
66687669_road,66687669,FDR Dr,Southbound/Downtown,E 63 St Ed Koch Queensboro Br(Exit 12),Ramp
66696138_road,66696138,FDR Dr,Southbound/Downtown,RFK Bridge Bruckner Expwy Grand Central Pkwy (I-278) (Exit 17),Ramp
66687494_road,66687494,R,Unspecified,Platform,
66687467_road,66687467,Major Deegan Expwy,South/Toward Triborough Br,E 153 St River Ave (Exit 6),Ramp
66693162_road,66693162,1,Unspecified,Platform,
66690338_road,66690338,J,Unspecified,Mezzanine,
66694510_road,66694510,1,1 Downtown,Platform,
66687489_road,66687489,C,B C Downtown & Brooklyn,Platform,
66694498_road,66694498,C,Unspecified,Platform,
66687493_road,66687493,C,B C Downtown & Brooklyn,Platform,
66690463_road,66690463,Grand Central Pkwy,West/Toward RFK Triborough Bridge,Robinson Pkwy (Exit 13) - 69th Rd. Jewel Ave. (Exit 11 W-E),Roadway
66687485_road,66687485,FDR Dr,Northbound/Uptown,E 34 St Midtown Tun(Exit 8),Ramp
66697305_road,66697305,C,Unspecified,Platform,
66693164_road,66693164,D,Unspecified,Stairway,
66693148_road,66693148,1,Unspecified,Platform,
66689049_road,66689049,Richmond Pkwy/Korean War Vets,Northbound,Arden Ave/Annadale Rd - Richmond Ave,Roadway
66690339_road,66690339,D,Unspecified,Mezzanine,
66687587_road,66687587,Henry Hudson Pkwy/Rt 9A,North/Bronx Bound,W 96 St (Exit 11),Ramp
66695935_road,66695935,R,R W Downtown & Brooklyn,Platform,
66694626_road,66694626,Richmond Pkwy/Korean War Vets,Northbound,Maguire Ave/Foster Rd/Huguenot Ave - Arden Ave/Annadale Rd,Roadway
66695942_road,66695942,F,F platform,Platform,
66691771_road,66691771,J,Unspecified,Other,
66694509_road,66694509,4,4 5 6 Uptown & The Bronx,Platform,
66690325_road,66690325,F,Unspecified,Passageway,
66695934_road,66695934,A,Unspecified,Mezzanine,
66695941_road,66695941,D,Unspecified,Stairway,
66697304_road,66697304,J,Unspecified,Entrance,Essex St & Delancey St North side
66687488_road,66687488,4,4 5 Uptown & The Bronx,Platform,
66682821_road,66682821,J,Unspecified,Entrance,Essex St & Delancey St South side
66681159_road,66681159,A,Unspecified,Entrance,57 St & 8 Av NW corner / Turnstyles
66676428_road,66676428,F,Unspecified,Passageway,
66676429_road,66676429,F,Unspecified,Passageway,
66679645_road,66679645,J,Unspecified,Entrance,
66676445_road,66676445,6,Unspecified,Entrance,
66676906_road,66676906,Long Island Expwy,East/Long Island Bound,Little Neck Pkwy (Exit 32) - Nassau County,Roadway
66681160_road,66681160,4,Unspecified,Mezzanine,
66676430_road,66676430,G,Unspecified,Platform,
66686083_road,66686083,West Street,North Bound,,
66678107_road,66678107,A,Unspecified,Platform,
66674808_road,66674808,D,Unspecified,Mezzanine,
66679643_road,66679643,Q,Unspecified,Mezzanine,
66674532_road,66674532,Long Island Expwy,East/Long Island Bound,108 St (Exit 21) - Grand Central Pkwy / Van Wyck Expwy (Exit 22 A-E),Roadway
66684545_road,66684545,Harlem River Dr,South/Downtown,Entrance ramp from George Washington Br - Frederick Douglass Blvd W 155 St (Exit 23),Roadway
66684454_road,66684454,2,Unspecified,Entrance,Wall St & William St
66678244_road,66678244,Prospect Expwy,Eastbound/To Ocean Pkwy,Entrance Prospect Expwy,Ramp
66674885_road,66674885,BQE/Gowanus Expwy,East/Queens Bound,Metropolitan Ave Williamsburg Br (Exit 32) - McGuinness Blvd / Humboldt St (Exit 33),Roadway
66681330_road,66681330,Grand Central Pkwy,West/Toward RFK Triborough Bridge,End Grand Central Pkwy,Ramp
66678109_road,66678109,L,L platform,Platform,
66682971_road,66682971,FDR Dr,Northbound/Uptown,E 61 St Ed Koch Queensboro Br (Exit 12) - E 96 St(Exit 14),Roadway
66676528_road,66676528,Long Island Expwy,West/Manhattan Bound,Queens-Nassau County Boundary (Exit ),Ramp
66678249_road,66678249,Long Island Expwy,East/Long Island Bound,Queens-Nassau County Boundary (Exit ),Ramp
66674809_road,66674809,E,Unspecified,Mezzanine,
66682972_road,66682972,Brooklyn Br,Brooklyn Bound,Ramp,Ramp
66684466_road,66684466,J,Unspecified,Mezzanine,
66684615_road,66684615,Van Wyck Expwy,South/JFK Airport Bound,Linden Blvd (Exit 3) - Rockaway Blvd (Exit 2),Roadway
66686219_road,66686219,BQE/Gowanus Expwy,East/Queens Bound,Atlantic Ave (Exit 27) - Cadman Plaza West (Exit 28A),Roadway
66685752_road,66685752,BQE/Gowanus Expwy,West/Staten Island Bound,Wythe Ave/Kent Ave (Exit 31),Ramp
66678108_road,66678108,A,Unspecified,Other,
66681156_road,66681156,3,Unspecified,Passageway,
66686024_road,66686024,Henry Hudson Pkwy/Rt 9A,South/Downtown,W 79 St (Exit 10) - W 57 St,Roadway
66686078_road,66686078,F,Unspecified,Platform,
66681158_road,66681158,F,Unspecified,Platform,
66681157_road,66681157,6,6 Uptown & The Bronx upper level,Platform,
66684463_road,66684463,4,4 5 Downtown & Brooklyn lower level,Platform,
66674960_road,66674960,Belt Pkwy,West/Brooklyn Bound,Rockaway Blvd. (Exit 21A) - Kennedy Airport JFK Expwy (Exit 20),Roadway
66686081_road,66686081,A,Unspecified,Other,
66684464_road,66684464,C,Unspecified,Entrance,57 St & 8 Av SW corner / Turnstyles
66674963_road,66674963,Long Island Expwy,West/Manhattan Bound,Springfield Blvd (Exit 29) - Oceania St Francis Lewis Blvd (Exit 28),Roadway
66684897_road,66684897,Richmond Pkwy/Korean War Vets,Northbound,Maguire Ave/Foster Rd/Huguenot Ave - Arden Ave/Annadale Rd,Roadway
66676444_road,66676444,D,B D Uptown & The Bronx,Platform,
66678248_road,66678248,Richmond Pkwy/Korean War Vets,South/New Jersey Bound,Begin Korean War Vets Pkwy/Arthur Kill Rd - Arden Ave/Albee Ave,Roadway
66682970_road,66682970,Richmond Pkwy/Korean War Vets,Northbound,Maguire Ave/Foster Rd/Huguenot Ave - Arden Ave/Annadale Rd,Roadway
66676606_road,66676606,Richmond Pkwy/Korean War Vets,Northbound,Page Ave - West Shore Expwy(NY 440),Roadway
66676432_road,66676432,Manhattan Br,Brooklyn Bound,Roadway,Roadway
66684458_road,66684458,Manhattan Br,Brooklyn Bound,Roadway,Roadway
66681155_road,66681155,A,Unspecified,Stairway,
66675278_road,66675278,Henry Hudson Pkwy/Rt 9A,North/Bronx Bound,W 158 St (Exit 13) - G Washington Br Cross Bronx Expwy W 178 St (Exit 14),Roadway
66682840_road,66682840,1,1 Downtown,Platform,
66684606_road,66684606,Brooklyn Br,Brooklyn Bound,Ramp,Ramp
66678111_road,66678111,E,E Downtown & Brooklyn,Platform,
66674798_road,66674798,Grand Central Pkwy,West/Toward RFK Triborough Bridge,Entrance Grand Central Pkwy,Ramp
66676441_road,66676441,E,Unspecified,Entrance,
66686082_road,66686082,M,Unspecified,Mezzanine,
66682837_road,66682837,A,Unspecified,Platform,
66682838_road,66682838,F,F platform,Platform,
66676448_road,66676448,G,Unspecified,Mezzanine,
66684465_road,66684465,F,Unspecified,Mezzanine,
66679644_road,66679644,J,Unspecified,Entrance,Essex St & Delancey St North side
66674811_road,66674811,1,1 Downtown,Platform,
66686155_road,66686155,Harlem River Dr,South/Downtown,Entrance ramp from George Washington Bridge,Ramp
66681148_road,66681148,3,Unspecified,Stairway,
66674770_road,66674770,Long Island Expwy,West/Manhattan Bound,Hunters Pt Ave Greenpoint Ave (Exit 16) - Van Dam St (Exit 15),Roadway
66679653_road,66679653,J,Unspecified,Mezzanine,
66681147_road,66681147,J,Unspecified,Entrance,Essex St & Delancey St North side
66665946_road,66665946,E,Unspecified,Passageway,
66669641_road,66669641,6,6 Downtown,Platform,
66671459_road,66671459,J,Unspecified,Entrance,Essex St & Delancey St North side
66671461_road,66671461,F,Unspecified,Platform,
66662291_road,66662291,J,Unspecified,Entrance,Essex St & Delancey St South side
66660503_road,66660503,F,Unspecified,Other,
66667763_road,66667763,F,F to Manhattan,Platform,
66671457_road,66671457,J,Unspecified,Platform,
66673363_road,66673363,Cross Island Pkwy,South/Long Island Bound,Hillside Ave (NY 25B) (Exit 28A) - Braddock Ave Jamaica Ave (Exit 27W),Roadway
66665947_road,66665947,F,Unspecified,Mezzanine,
66662308_road,66662308,Q,B Q to Manhattan,Platform,
66660513_road,66660513,4,Unspecified,Entrance,14 St & Union Sq West
66671462_road,66671462,4,Unspecified,Entrance,14 St & Union Sq West
66664619_road,66664619,Henry Hudson Pkwy/Rt 9A,South/Downtown,Riverside Dr to I-95 G Washington Br Cross Bronx Expwy (Exit 14),Ramp
