road_id,unique_key,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
66800497_road,66800497,1,Unspecified,Passageway,
66797239_road,66797239,6,Unspecified,Entrance,E 59 St & Lexington Av East/Uptown side
66802083_road,66802083,6,Unspecified,Entrance,
66794205_road,66794205,BQE/Gowanus Expwy,West/Staten Island Bound,92 St (Exit 17) - End Gowanus Expwy,Roadway
66805295_road,66805295,1,1 Downtown,Platform,
66803672_road,66803672,C,Unspecified,Platform,
66805313_road,66805313,2,Unspecified,Mezzanine,
66794002_road,66794002,2,2 3 to Manhattan,Platform,
66805311_road,66805311,C,Unspecified,Platform,
66798869_road,66798869,Q,Unspecified,Other,
66794124_road,66794124,FDR Dr,Southbound/Downtown,E 23 St (Exit 7) - E 15 St (Exit 6),Roadway
66798976_road,66798976,Brooklyn Br,Manhattan Bound,Bikepath,Roadway
66798866_road,66798866,A,Unspecified,Mezzanine,
66803669_road,66803669,A,Unspecified,Mezzanine,
66802063_road,66802063,2,2 3 platform,Platform,
66803673_road,66803673,B,Unspecified,Platform,
66795636_road,66795636,L,Unspecified,Platform,
66802082_road,66802082,A,Unspecified,Platform,
66803670_road,66803670,N,Unspecified,Mezzanine,
66802081_road,66802081,1,1 Local Uptown & The Bronx,Platform,
66798855_road,66798855,F,Unspecified,Passageway,
66805307_road,66805307,F,Unspecified,Passageway,
66802064_road,66802064,F,Unspecified,Mezzanine,
66802065_road,66802065,D,Unspecified,Other,
66793994_road,66793994,A,Unspecified,Other,
66803671_road,66803671,F,Unspecified,Platform,
66795635_road,66795635,F,Unspecified,Mezzanine,
66798856_road,66798856,R,Unspecified,Entrance,
66781689_road,66781689,E,B D E Downtown & Brooklyn lower level,Platform,
66792355_road,66792355,2,Unspecified,Entrance,
66786176_road,66786176,1,Unspecified,Passageway,
66786196_road,66786196,J,Unspecified,Mezzanine,
66783650_road,66783650,Nassau Expwy,Eastbound,No Hangar Rd/No Boundary Rd (Exit 3)- END Nassau Expwy(Rockaway BLVD),Roadway
66786366_road,66786366,Grand Central Pkwy,East/Long Island Bound,Cross Island Pkwy Winchester Blvd(Exit 23) - Little Neck Pkwy ( Exit 24),Roadway
66788051_road,66788051,Henry Hudson Pkwy/Rt 9A,North/Bronx Bound,Broadway (US-9 N) (Exit 23B) - Mosholu Pkwy (Exit 24),Roadway
66784650_road,66784650,BQE/Gowanus Expwy,West/Staten Island Bound,Belt Pkwy (Exit 22) - 6th Ave (Exit 20),Roadway
66787783_road,66787783,A,Unspecified,Passageway,
66781951_road,66781951,Grand Central Pkwy,West/Toward RFK Triborough Bridge,Brooklyn-Queens Expwy Staten Island (I-278) (Exit 4),Ramp
66792356_road,66792356,1,Unspecified,Passageway,
66783166_road,66783166,C,B C Downtown & Brooklyn,Platform,
66787782_road,66787782,Q,Unspecified,Mezzanine,
66789345_road,66789345,J,Unspecified,Mezzanine,
66781697_road,66781697,Q,Unspecified,Mezzanine,
66790871_road,66790871,N,Unspecified,Entrance,7 Av & W 57 St
66784654_road,66784654,6,Unspecified,Mezzanine,
66781698_road,66781698,4,Unspecified,Stairway,
66784639_road,66784639,C,C Downtown & Brooklyn,Platform,
66784640_road,66784640,4,Unspecified,Other,
66784655_road,66784655,E,Unspecified,Mezzanine,
66789342_road,66789342,D,Unspecified,Mezzanine,
66780479_road,66780479,FDR Dr,Southbound/Downtown,E 71 St (Exit 13) - E 63 St Ed Koch Queensboro Br (Exit 12),Roadway
66787763_road,66787763,Belt Pkwy,West/Staten Island Bound,Knapp St Sheepshead Bay (Exit 9),Ramp
66781679_road,66781679,B,Unspecified,Entrance,57 St & 8 Av SW corner / Turnstyles
66790851_road,66790851,D,Unspecified,Entrance,DeKalb Av & Flatbush Av Ext.
66784615_road,66784615,West Street,South Bound,,
66783188_road,66783188,F,A C F to Manhattan,Platform,
66792545_road,66792545,Long Island Expwy,East/Long Island Bound,Woodhaven Blvd Queens Blvd (Exit 19) - 108 St (Exit 21),Roadway
66789343_road,66789343,6,Unspecified,Entrance,
66783189_road,66783189,1,Unspecified,Other,
66789537_road,66789537,Whitestone Expwy,Southbound,END Whitestone Expwy/Astoria Blvd,Ramp
66792370_road,66792370,2,2 3 Uptown & The Bronx,Platform,
66780478_road,66780478,Hutchinson River Pkwy,South/Queens Bound,Westchester Ave E Tremont Ave (Exit 2) - Bruckner Blvd  to Cross Bx Expwy Bruckner Expwy (Exit 1),Roadway
66781856_road,66781856,Major Deegan Expwy,North/Westchester County Bound,Entrance Major Deegan Expwy,Ramp
66786269_road,66786269,Major Deegan Expwy,North/Westchester County Bound,Entrance Major Deegan Expwy,Ramp
66781857_road,66781857,FDR Dr,Southbound/Downtown,E 116 St (Exit 16) - E 106 St (Exit 15),Roadway
66783183_road,66783183,F,Unspecified,Stairway,
66781855_road,66781855,FDR Dr,Southbound/Downtown,Grand St Williamsburg Br (Exit 4) - South St Manhattan Br (Exit 3),Roadway
66786458_road,66786458,Bronx River Pkwy,Southbound,Mosholu Pkwy/Allerton Ave (Exit 8 W-E) - Fordham Rd (US 1S) (Exit 7W),Roadway
66792371_road,66792371,1,1 Downtown,Platform,
66781693_road,66781693,A,Unspecified,Mezzanine,
66790867_road,66790867,Q,F Q Uptown - Queens lower level,Platform,
66790850_road,66790850,A,Unspecified,Mezzanine,
66783184_road,66783184,5,4 5 6 Uptown & The Bronx,Platform,
66787779_road,66787779,L,L to 8 Av,Platform,
66783186_road,66783186,6,Unspecified,Entrance,
66792374_road,66792374,2,Unspecified,Entrance,W 43 St & Broadway
66789344_road,66789344,1,Unspecified,Mezzanine,
66784652_road,66784652,R,R to Manhattan,Platform,
66781680_road,66781680,Q,Unspecified,Stairway,
66784641_road,66784641,E,Unspecified,Mezzanine,
66790863_road,66790863,E,Unspecified,Mezzanine,
66786175_road,66786175,R,R to Manhattan,Platform,
66778229_road,66778229,Q,Unspecified,Stairway,
66774368_road,66774368,J,Unspecified,Mezzanine,
66776308_road,66776308,F,Unspecified,Mezzanine,
66775340_road,66775340,R,Unspecified,Platform,
66774363_road,66774363,R,R to Bay Ridge - 95 St,Platform,
66774364_road,66774364,F,Unspecified,Entrance,75 Av & Queens Blvd
66778240_road,66778240,4,Unspecified,Mezzanine,
66775342_road,66775342,Q,Unspecified,Other,
66776306_road,66776306,Q,Unspecified,Entrance,E 83 St & 2 Av
66777243_road,66777243,Belt Pkwy,East/Queens Bound,Coney Is Ave (Exit 8),Ramp
66779235_road,66779235,Belt Pkwy,East/Queens Bound,Coney Is Ave (Exit 8),Ramp
66778353_road,66778353,Jackie Robinson/Interboro Pkwy,Eastbound,Metropolitan Ave (Exit 6) -Van Wyck Expwy Whitestone Br (I-678) (Exit 7),Roadway
66780385_road,66780385,Jackie Robinson/Interboro Pkwy,Eastbound,Myrtle Ave Woodhaven Blvd (Exit 5) -Metropolitan Ave (Exit 6),Roadway
66780255_road,66780255,A,Unspecified,Entrance,W 127 St & St Nicholas Av
66779256_road,66779256,N,Unspecified,Stairway,
66779448_road,66779448,Cross Bronx Expwy,North/Westbound (To GW Br),Pennyfield Ave (Exit 8),Ramp
66776423_road,66776423,Bruckner Expwy,North/Eastbound,Country Club Road (Exit 7C) - Orchard Beach City Island (Exit 8B),Roadway
66773421_road,66773421,J,Unspecified,Mezzanine,
66780254_road,66780254,F,Unspecified,Mezzanine,
66780392_road,66780392,Belt Pkwy,East/Queens Bound,Pennsylvania Ave (Exit 14) - Erskine St (Exit 15),Roadway
66774369_road,66774369,D,Unspecified,Mezzanine,
66774367_road,66774367,2,Unspecified,Platform,
66779251_road,66779251,A,A B C D Downtown & Brooklyn,Platform,
66775447_road,66775447,FDR Dr,Northbound/Uptown,E 61 St Ed Koch Queensboro Br (Exit 12) - E 96 St(Exit 14),Roadway
66776311_road,66776311,R,Unspecified,Stairway,
66780250_road,66780250,1,Unspecified,Entrance,
66775341_road,66775341,D,Unspecified,Mezzanine,
66776424_road,66776424,Van Wyck Expwy,North/Bronx Bound,College Pt Blvd Long Is Expwy Eastern Long Is (I-495) (Exit 12A),Ramp
66776301_road,66776301,D,Unspecified,Stairway,
66773422_road,66773422,4,Unspecified,Mezzanine,
66777261_road,66777261,D,Unspecified,Entrance,57 St & 8 Av SW corner / Turnstyles
66776305_road,66776305,F,F platform,Platform,
66780243_road,66780243,W,R W Uptown & Queens,Platform,
66779255_road,66779255,1,Unspecified,Mezzanine,
66763652_road,66763652,F,Unspecified,Other,
66772369_road,66772369,D,Unspecified,Mezzanine,
66772320_road,66772320,Cross Island Pkwy,South/Long Island Bound,Bell Blvd Clearview Expwy (I-295) (Exit 33) - Northern Blvd (NY 25A) (Exit 31W),Roadway
66768589_road,66768589,Belt Pkwy,West/Brooklyn Bound,Rockaway Blvd. (Exit 21A) - Kennedy Airport JFK Expwy (Exit 20),Roadway
66765986_road,66765986,Grand Central Pkwy,East/Long Island Bound,31st (Exit 3) - Brooklyn-Queens Expwy (I-278) (Exit 4),Roadway
66771165_road,66771165,F,Unspecified,Platform,
66767490_road,66767490,Cross Island Pkwy,North/Bronx Bound,Northern Blvd (NY 25A) (Exit 31E) - Northern Blvd (NY 25A) (Exit 31W),Roadway
66772386_road,66772386,1,Unspecified,Entrance,
66767384_road,66767384,B,Unspecified,Entrance,W 127 St & St Nicholas Av
66771167_road,66771167,1,Unspecified,Entrance,"WTC / PATH (lower level, from Downtown p"
66769890_road,66769890,A,Unspecified,Stairway,
66763663_road,66763663,1,Unspecified,Other,
66766161_road,66766161,1,1 Uptown & The Bronx,Platform,
66771148_road,66771148,1,1 Uptown & The Bronx,Platform,
66771166_road,66771166,C,Unspecified,Platform,
66763669_road,66763669,J,J Z to Brooklyn,Platform,
66763668_road,66763668,4,Unspecified,Mezzanine,
66771333_road,66771333,FDR Dr,Northbound/Uptown,E 61 St Ed Koch Queensboro Br (Exit 12) - E 96 St(Exit 14),Roadway
66769893_road,66769893,D,Unspecified,Mezzanine,
66772384_road,66772384,R,D N R to Coney Island - Bay Ridge,Platform,
66763798_road,66763798,Manhattan Br,Manhattan Bound,Ramp,Ramp
66771273_road,66771273,Whitestone Expwy,Southbound,Linden Pl (Exit 14) - Northern Blvd Citi Field (NY 25A) (Exit 13D),Roadway
66772385_road,66772385,J,J Z to Brooklyn,Platform,
66767383_road,66767383,J,Unspecified,Mezzanine,
66772219_road,66772219,Long Island Expwy,West/Manhattan Bound,Oceania St Francis Lewis Blvd (Exit 28) - Clearview Expwy Bronx Central Pkwy (I-295) (Exit 27 S-N),Roadway
66764027_road,66764027,Richmond Pkwy/Korean War Vets,Northbound,Maguire Ave/Foster Rd/Huguenot Ave - Arden Ave/Annadale Rd,Roadway
66771332_road,66771332,FDR Dr,Southbound/Downtown,E 96 St (Exit 14) - E 71 St (Exit 13),Roadway
66768758_road,66768758,FDR Dr,Southbound/Downtown,E 116 St (Exit 16),Ramp
66764026_road,66764026,Henry Hudson Pkwy/Rt 9A,South/Manhattan Bound,W 246 St (Exit 21) - W 237th St/W 239th St (Exit 20),Roadway
66767369_road,66767369,E,E F M R to Manhattan,Platform,
66771164_road,66771164,R,N Q R W Downtown & Brooklyn,Platform,
66771169_road,66771169,R,R W Downtown & Brooklyn,Platform,
66764963_road,66764963,D,Unspecified,Entrance,58 St & 8 Av NW corner
66764936_road,66764936,Major Deegan Expwy,South/Toward Triborough Br,E 153 St River Ave (Exit 6),Ramp
66770012_road,66770012,Pulaski Br,Brooklyn Bound,Bikepath,Roadway
66763651_road,66763651,Henry Hudson Pkwy/Rt 9A,South/Downtown,W 79 St (Exit 10) - W 57 St,Roadway
66768631_road,66768631,1,1 Uptown & The Bronx,Platform,
66772388_road,66772388,J,Unspecified,Mezzanine,
66772370_road,66772370,F,Unspecified,Stairway,
66772371_road,66772371,F,Unspecified,Stairway,
66766170_road,66766170,J,Unspecified,Mezzanine,
66766168_road,66766168,2,Unspecified,Platform,
66768635_road,66768635,E,A C E Uptown - Queens,Platform,
66771168_road,66771168,6,Unspecified,Mezzanine,
66766158_road,66766158,2,Unspecified,Entrance,
66771149_road,66771149,2,2 3 platform,Platform,
66769874_road,66769874,Q,Unspecified,Other,
66764950_road,66764950,F,Unspecified,Platform,
66767382_road,66767382,F,F platform,Platform,
66767381_road,66767381,D,Unspecified,Entrance,58 St & 8 Av NW corner
66767492_road,66767492,Richmond Pkwy/Korean War Vets,South/New Jersey Bound,Begin Korean War Vets Pkwy/Arthur Kill Rd - Arden Ave/Albee Ave,Roadway
66766172_road,66766172,Q,Unspecified,Other,
66764966_road,66764966,B,Unspecified,Platform,
66764949_road,66764949,4,Unspecified,Mezzanine,
66768622_road,66768622,D,Unspecified,Platform,
66764965_road,66764965,D,Unspecified,Platform,
66766159_road,66766159,J,Unspecified,Entrance,Essex St & Delancey St South side
66771147_road,66771147,N,N to Manhattan,Platform,
66762371_road,66762371,A,Unspecified,Passageway,
66753931_road,66753931,L,L to Canarsie - Rockaway Parkway,Platform,
66756773_road,66756773,J,Unspecified,Mezzanine,
66756777_road,66756777,R,Unspecified,Other,
66753937_road,66753937,A,Unspecified,Entrance,58 St & 8 Av NE corner
66753934_road,66753934,F,Unspecified,Entrance,41 Av & 21 St
66759581_road,66759581,A,Unspecified,Entrance,W 127 St & St Nicholas Av
66756769_road,66756769,N,Unspecified,Stairway,
66758121_road,66758121,3,3 to Harlem - 148 St,Platform,
66751513_road,66751513,Henry Hudson Pkwy/Rt 9A,North/Bronx Bound,W 239th St (Exit 20) - W 246 St (Exit 21),Roadway
66758548_road,66758548,Henry Hudson Pkwy/Rt 9A,South/Manhattan Bound,W 246 St (Exit 21) - W 237th St/W 239th St (Exit 20),Roadway
66756542_road,66756542,Van Wyck Expwy,North/Bronx Bound,Linden Blvd (Exit 3) - Liberty Ave (Exit 4),Roadway
66759515_road,66759515,Belt Pkwy,West/Brooklyn Bound,Kennedy Airport JFK Expwy (Exit 20) - Van Wyck Expwy Whitestone Br (I-678) (Exit 19),Roadway
66756836_road,66756836,Clearview Expwy,North/Bronx Bound,Northern Blvd (Exit 5) - 35 Ave (Exit 6A),Roadway
66756932_road,66756932,Queensboro/59th St Br,Queens Bound,Lower Level,Roadway
66759577_road,66759577,D,Unspecified,Mezzanine,
66759578_road,66759578,1,Unspecified,Mezzanine,
66762384_road,66762384,Q,Unspecified,Entrance,E 83 St & 2 Av
66753936_road,66753936,J,Unspecified,Mezzanine,
66759728_road,66759728,Richmond Pkwy/Korean War Vets,South/New Jersey Bound,Begin Korean War Vets Pkwy/Arthur Kill Rd - Arden Ave/Albee Ave,Roadway
66758267_road,66758267,Prospect Expwy,Eastbound/To Ocean Pkwy,10Ave/11Ave (Exit 4) - Hamilton Pkwy (Exit 5),Roadway
66758122_road,66758122,M,Unspecified,Passageway,
66758264_road,66758264,Bruckner Expwy,Southbound/To RFK Triborough Br,Hunts Point Ave Hunts Point Mkt (Exit 50) - East 138th St/Bruckner Blvd (Exit 48),Roadway
66759653_road,66759653,Belt Pkwy,West/Staten Island Bound,Verrazzano Br Staten Island (I-278) (Exit 3),Ramp
66762380_road,66762380,7,Unspecified,Stairway,
66753702_road,66753702,FDR Dr,Southbound/Downtown,E 15 St (Exit 6) -  E Houston St Williamsburg Br(Exit 5),Roadway
66755434_road,66755434,Long Island Expwy,East/Long Island Bound,Clearview Expwy Bronx Grand Central Pkwy (I-295) (Exit 27 S-N) - Springfield Blvd (Exit 29),Roadway
66755502_road,66755502,Long Island Expwy,West/Manhattan Bound,Main St (Exit 23),Ramp
66755505_road,66755505,Long Island Expwy,East/Long Island Bound,Main St (Exit 23) - Kissena Blvd (Exit 24),Roadway
66761136_road,66761136,BQE/Gowanus Expwy,East/Queens Bound,Cadman Plaza West (Exit 28A),Ramp
66753994_road,66753994,FDR Dr,Southbound/Downtown,Midtwon Tun E 34th St (Exit 8) - E 23 St (Exit 7),Roadway
66756835_road,66756835,Whitestone Expwy,Southbound,Northern Blvd Citi Field (NY 25A) (Exit 13D) - END Whitestone Expwy,Roadway
66758125_road,66758125,4,4 5 Downtown & Brooklyn,Platform,
66762381_road,66762381,B,Unspecified,Stairway,
66759572_road,66759572,4,4 5 Uptown & The Bronx,Platform,
66756774_road,66756774,4,4 5 Downtown & Brooklyn,Platform,
66762382_road,66762382,4,Unspecified,Platform,
66759573_road,66759573,A,Unspecified,Stairway,
66762383_road,66762383,2,Unspecified,Entrance,Lenox Av & W 135 St to Downtown & Brookl
66755353_road,66755353,4,Unspecified,Entrance,Eastern Pkwy & Utica Av
66752495_road,66752495,C,Unspecified,Platform,
66759574_road,66759574,D,B D Uptown & The Bronx,Platform,
66761000_road,66761000,6,Unspecified,Platform,
66755375_road,66755375,J,Unspecified,Mezzanine,
66759579_road,66759579,G,Unspecified,Mezzanine,
66752493_road,66752493,4,6 Uptown & The Bronx upper level,Platform,
66755356_road,66755356,J,Unspecified,Entrance,
66762370_road,66762370,1,Unspecified,Entrance,
66761003_road,66761003,F,Unspecified,Other,
66753935_road,66753935,F,Unspecified,Other,
66755354_road,66755354,D,Unspecified,Platform,
66762373_road,66762373,1,1 Downtown,Platform,
66755355_road,66755355,F,Unspecified,Mezzanine,
66758126_road,66758126,R,R W to Brooklyn,Platform,
66752496_road,66752496,D,B D E Downtown & Brooklyn lower level,Platform,
66752478_road,66752478,J,Unspecified,Other,
66752479_road,66752479,J,J M Z to Broad St (JZ) Uptown (M),Platform,
66760983_road,66760983,F,Unspecified,Passageway,
66762372_road,66762372,R,R W Downtown & Brooklyn,Platform,
66758127_road,66758127,R,R W to Brooklyn,Platform,
66756775_road,66756775,J,Unspecified,Mezzanine,
66743698_road,66743698,1,Unspecified,Mezzanine,
66742206_road,66742206,6,Unspecified,Mezzanine,
66751089_road,66751089,F,Unspecified,Mezzanine,
66743703_road,66743703,J,Unspecified,Mezzanine,
66740768_road,66740768,2,2 3 Express platform,Platform,
66749579_road,66749579,J,Unspecified,Mezzanine,
66751106_road,66751106,A,A Express to Euclid - Lefferts - Rockaways upper level,Platform,
66746645_road,66746645,R,Unspecified,Entrance,South Ferry / Whitehall St & State St
66743686_road,66743686,F,Unspecified,Other,
66743687_road,66743687,1,Unspecified,Other,
66749751_road,66749751,Cross Bronx Expwy,South/East (To Throgs Neck Br),Jerome Ave (Exit 2A) - Webster Ave (Exit 2B),Roadway
66745132_road,66745132,B,Unspecified,Entrance,6 Av & W 47 St
66748095_road,66748095,A,Unspecified,Entrance,
66742392_road,66742392,Bruckner Expwy,North/Eastbound,Orchard Beach City Island (Exit 8B) - Pelham Parkway West (Exit 8C),Roadway
66746641_road,66746641,2,Unspecified,Platform,
66743702_road,66743702,Q,Unspecified,Entrance,E 83 St & 2 Av
66746639_road,66746639,1,Unspecified,Platform,
66745128_road,66745128,2,Unspecified,Stairway,
66749580_road,66749580,M,Unspecified,Entrance,
66743705_road,66743705,L,Unspecified,Entrance,Halsey St & Wyckoff Av
66748076_road,66748076,A,Unspecified,Passageway,
66748086_road,66748086,A,Unspecified,Passageway,
66748164_road,66748164,Harlem River Dr,South/Downtown,Entrance ramp from George Washington Br - Frederick Douglass Blvd W 155 St (Exit 23),Roadway
66740765_road,66740765,R,R to Bay Ridge - 95 St,Platform,
66751102_road,66751102,R,Unspecified,Entrance,Broadway & E 23 St
66749586_road,66749586,Q,Unspecified,Entrance,E 83 St & 2 Av
66745129_road,66745129,6,6 Uptown & The Bronx upper level,Platform,
66749749_road,66749749,Grand Central Pkwy,East/Long Island Bound,69 Rd. Jewel Ave. (Exit 11 W-E) - 78 Ave Queens Blvd (NY 25) (Exit 12),Roadway
66745125_road,66745125,D,Unspecified,Platform,
66743701_road,66743701,Q,Unspecified,Entrance,DeKalb Av & Flatbush Av Ext.
66749583_road,66749583,A,Unspecified,Entrance,St Nicholas Av & W 147 St
66748075_road,66748075,A,Unspecified,Stairway,
66751107_road,66751107,6,Unspecified,Other,
66751149_road,66751149,Richmond Pkwy/Korean War Vets,South/New Jersey Bound,Arthur Kill Rd (Exit 1),Ramp
66745126_road,66745126,E,Unspecified,Stairway,
66748245_road,66748245,West Shore Expwy,Southbound/To OuterBr Cr,West Shore Expwy - South Ave (Exit 8),Roadway
66745200_road,66745200,Staten Island Expwy,East/Brooklyn Bound,Clove Rd/Richmond Rd Targee St(Exit 13),Ramp
66740934_road,66740934,Bronx River Pkwy,Southbound,Bronx River Pkwy/Westchester County,Ramp
66742400_road,66742400,Brooklyn Br,Manhattan Bound,Ramp,Ramp
66749581_road,66749581,Q,B Q to Manhattan,Platform,
66740711_road,66740711,FDR Dr,Northbound/Uptown,Battery Park Underpass - South St (Exit 1),Roadway
66748093_road,66748093,4,Unspecified,Mezzanine,
66742224_road,66742224,J,Unspecified,Mezzanine,
66748156_road,66748156,West Shore Expwy,Southbound/To OuterBr Cr,West Shore Expwy - South Ave (Exit 8),Roadway
66745130_road,66745130,L,Unspecified,Other,
66740933_road,66740933,West Shore Expwy,Southbound/To OuterBr Cr,West Shore Expwy - South Ave (Exit 8),Roadway
66749582_road,66749582,D,Unspecified,Entrance,175 St & Grand Concourse
66746625_road,66746625,1,1 Downtown,Platform,
66742285_road,66742285,FDR Dr,Southbound/Downtown,E 23 St (Exit 7) - E 15 St (Exit 6),Roadway
66751105_road,66751105,1,Unspecified,Passageway,
66751169_road,66751169,FDR Dr,Northbound/Uptown,E 42 St (Exit 9) - E 61 St Ed Kock Queensboro Br (Exit 12),Roadway
66749667_road,66749667,FDR Dr,Northbound/Uptown,E 34 St Midtown Tun (Exit 8) - E 42 St (Exit 9),Roadway
66749668_road,66749668,FDR Dr,Southbound/Downtown,E 96 St (Exit 14) - E 71 St (Exit 13),Roadway
66743706_road,66743706,4,4 5 Uptown & The Bronx lower level,Platform,
66740769_road,66740769,R,Unspecified,Other,
66746624_road,66746624,R,Unspecified,Stairway,
66742286_road,66742286,FDR Dr,Northbound/Uptown,E 20 St - E 23 St (Exit 7) - E 34 St Midtown Tun(Exit 8),Roadway
66749576_road,66749576,R,Unspecified,Stairway,
66751103_road,66751103,R,Unspecified,Stairway,
66740763_road,66740763,R,Unspecified,Mezzanine,
66751101_road,66751101,2,Unspecified,Other,
66745288_road,66745288,West Shore Expwy,Southbound/To OuterBr Cr,Victory Blvd (Exit 7),Ramp
66745109_road,66745109,1,1 Downtown,Platform,
66743704_road,66743704,R,Unspecified,Stairway,
66740941_road,66740941,Henry Hudson Pkwy/Rt 9A,North/Bronx Bound,W 239th St (Exit 20),Ramp
66751104_road,66751104,B,Unspecified,Stairway,
66746640_road,66746640,1,1 Downtown,Platform,
66749577_road,66749577,1,Unspecified,Platform,
66748157_road,66748157,West Shore Expwy,Southbound/To OuterBr Cr,South Ave (Exit 8),Ramp
66746642_road,66746642,F,Unspecified,Platform,
66751108_road,66751108,6,Unspecified,Other,
66745133_road,66745133,Q,Unspecified,Mezzanine,
66742180_road,66742180,Cross Bronx Expwy,South/East (To Throgs Neck Br),Jerome Ave (Exit 2A) - Major Deegan Expwy Queens Albany (I-87) (Exit 1 C-D),Roadway
66748094_road,66748094,L,L to 8 Av,Platform,
66743699_road,66743699,1,Unspecified,Entrance,7 Av & W 23 St to Downtown
66745131_road,66745131,6,Unspecified,Mezzanine,
66751247_road,66751247,Harlem River Dr,South/Downtown,Entrance ramp from George Washington Bridge,Ramp
66749565_road,66749565,J,Unspecified,Entrance,Essex St & Delancey St South side
66740750_road,66740750,1,Unspecified,Platform,
66740751_road,66740751,F,Unspecified,Other,
66745121_road,66745121,F,Unspecified,Other,
66743700_road,66743700,A,Unspecified,Passageway,
66742391_road,66742391,Throgs Neck Expwy,Northbound,Entrance Throgs Neck Expwy - Lafayette Ave,Roadway
66751088_road,66751088,F,F platform,Platform,
66740764_road,66740764,F,F platform,Platform,
66745110_road,66745110,E,Unspecified,Entrance,W 34 St & 8 Av
66742217_road,66742217,A,Unspecified,Stairway,
66743688_road,66743688,A,Unspecified,Stairway,
66742393_road,66742393,Long Island Expwy,East/Long Island Bound,Clearview Expwy Bronx Grand Central Pkwy (I-295) (Exit 27 S-N) - Springfield Blvd (Exit 29),Roadway
66742221_road,66742221,J,Unspecified,Mezzanine,
66751100_road,66751100,6,6 Uptown & The Bronx,Platform,
66739206_road,66739206,D,B D Uptown & The Bronx,Platform,
66733648_road,66733648,F,F to Manhattan,Platform,
66730881_road,66730881,J,Unspecified,Entrance,
66737803_road,66737803,4,4 5 to Brooklyn,Platform,
66732506_road,66732506,Henry Hudson Pkwy/Rt 9A,North/Bronx Bound,Riverside Dr (Exit 15),Ramp
66736368_road,66736368,L,Unspecified,Entrance,
66730074_road,66730074,Clearview Expwy,North/Bronx Bound,35 Ave (Exit 6A),Ramp
66730879_road,66730879,1,Unspecified,Platform,
66735024_road,66735024,M,Unspecified,Entrance,
66733583_road,66733583,Van Wyck Expwy,South/JFK Airport Bound,Hillside Ave/Jamaica Ave (Exit 6) - Atlantic Ave (Exit 5),Roadway
66733654_road,66733654,L,L platform,Platform,
66737809_road,66737809,L,Unspecified,Platform,
66732342_road,66732342,2,Unspecified,Platform,
66730898_road,66730898,4,Unspecified,Mezzanine,
66732340_road,66732340,E,Unspecified,Passageway,
66733653_road,66733653,M,Unspecified,Entrance,
66739230_road,66739230,A,Unspecified,Entrance,"West 3 St, Carmine St & 6 Av (Av of the"
66730899_road,66730899,R,Unspecified,Stairway,
66732343_road,66732343,Q,Unspecified,Mezzanine,
66730901_road,66730901,E,Unspecified,Mezzanine,
66736371_road,66736371,4,Unspecified,Platform,
66729501_road,66729501,1,Unspecified,Mezzanine,
66733637_road,66733637,R,Unspecified,Stairway,
66732415_road,66732415,BQE/Gowanus Expwy,East/Queens Bound,Atlantic Ave (Exit 27) - Cadman Plaza West (Exit 28A),Roadway
66729520_road,66729520,Q,Unspecified,Stairway,
66739227_road,66739227,4,6 Uptown & The Bronx upper level,Platform,
66736370_road,66736370,5,Unspecified,Stairway,
66739207_road,66739207,C,B C Uptown & The Bronx,Platform,
66730878_road,66730878,C,B C Downtown & Brooklyn,Platform,
66736538_road,66736538,"Dr. Martin Luther King, Jr. Expwy",Southbound,"Dr. Martin Luther King, Jr. Expwy - Richmond Ter (Exit 13)",Roadway
66728357_road,66728357,Major Deegan Expwy,North/Westchester County Bound,Begin Major Deegan Expwy - Willis Ave Third Ave Br (Exit 2),Roadway
66728358_road,66728358,Long Island Expwy,East/Long Island Bound,Clearview Expwy Bronx Grand Central Pkwy (I-295) (Exit 27 S-N) - Springfield Blvd (Exit 29),Roadway
66739307_road,66739307,Belt Pkwy,West/Brooklyn Bound,Merrick Blvd (Exit 24B),Ramp
66736373_road,66736373,R,Unspecified,Platform,
66736541_road,66736541,Cross Island Pkwy,North/Bronx Bound,Belmont Racetrack (Exit 26A) Hempstead Ave Belmont Racetrack (NY 24) (Exit 26 B),Roadway
66737966_road,66737966,West Shore Expwy,Southbound/To OuterBr Cr,South Ave (Exit 8),Ramp
66733723_road,66733723,Harlem River Dr,South/Downtown,Dyckman St 10th Ave,Ramp
66739225_road,66739225,1,Unspecified,Entrance,Grove St & W 4 St to Uptown & The Bronx
66733638_road,66733638,E,Unspecified,Platform,
66739213_road,66739213,E,Unspecified,Platform,
66729683_road,66729683,Belt Pkwy,East/Queens Bound,14th Ave Bay 8 St (Exit 4),Ramp
66737804_road,66737804,1,Unspecified,Entrance,Broadway & Columbus Circle / 60 St
66729519_road,66729519,G,Unspecified,Other,
66729522_road,66729522,G,G to Church Av,Platform,
66732339_road,66732339,Q,N Q R W Uptown & Queens,Platform,
66739308_road,66739308,Harlem River Dr,South/Downtown,Entrance ramp from George Washington Bridge,Ramp
66736353_road,66736353,Q,Unspecified,Entrance,7 Av & W 55 St
66737797_road,66737797,Q,Unspecified,Entrance,7 Av & W 55 St
66735018_road,66735018,B,B Q to Brighton Beach & Coney Island,Platform,
