taxi_id,unique_key,taxi_company_borough,taxi_pick_up_location
66852155_taxi,66852155,Unspecified,"1605 BROADWAY, MANHATTAN (NEW YORK), NY, 10019"
66852261_taxi,66852261,Unspecified,"LA GUARDIA AIRPORT, QUEENS (EAST ELMHURST) ,NY, 11369"
66855400_taxi,66855400,Unspecified,"35 ORCHARD STREET, MANHATTAN (NEW YORK), NY, 10002"
66853310_taxi,66853310,Unspecified,"6 AVENUE AND WEST   57 STREET, MANHATTAN, NY, 10019"
66855471_taxi,66855471,Unspecified,"LA GUARDIA AIRPORT, QUEENS (EAST ELMHURST) ,NY, 11369"
66854347_taxi,66854347,Unspecified,"483 BROADWAY, MANHATTAN (NEW YORK), NY, 10013"
66855401_taxi,66855401,Unspecified,"776 AVENUE OF THE AMERICAS, MANHATTAN (NEW YORK), NY, 10001"
66856505_taxi,66856505,Unspecified,"20 WEST   36 STREET, MANHATTAN (NEW YORK), NY, 10018"
66855402_taxi,66855402,Unspecified,"453 WEST   17 STREET, MANHATTAN (NEW YORK), NY, 10011"
66855364_taxi,66855364,Unspecified,"32 CENTRAL PARK SOUTH, MANHATTAN (NEW YORK), NY, 10019"
66859765_taxi,66859765,Unspecified,"LA GUARDIA AIRPORT, QUEENS (EAST ELMHURST) ,NY, 11369"
66854277_taxi,66854277,Unspecified,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
66855404_taxi,66855404,Unspecified,"20 BROAD STREET, MANHATTAN (NEW YORK), NY, 10005"
66858689_taxi,66858689,Unspecified,"1535 BROADWAY, MANHATTAN (NEW YORK), NY, 10036"
66854286_taxi,66854286,MANHATTAN,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
66858688_taxi,66858688,Unspecified,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
66858762_taxi,66858762,Unspecified,"42-09 28 STREET, QUEENS (LONG ISLAND CITY), NY, 11101"
66859782_taxi,66859782,Unspecified,"5 EAST  120 STREET, MANHATTAN (NEW YORK), NY, 10035"
66853281_taxi,66853281,Unspecified,"1165 GARRISON AVENUE, BRONX, NY, 10474"
66856439_taxi,66856439,Unspecified,"66 WEST  126 STREET, MANHATTAN (NEW YORK), NY, 10027"
66852167_taxi,66852167,Unspecified,"502 EAST  138 STREET, BRONX, NY, 10454"
66858714_taxi,66858714,Unspecified,"259 GRAND STREET, MANHATTAN (NEW YORK), NY, 10002"
66854285_taxi,66854285,Unspecified,"1702 NEPTUNE AVENUE, BROOKLYN, NY, 11224"
66859809_taxi,66859809,Unspecified,"2861 BROADWAY, MANHATTAN (NEW YORK), NY, 10025"
66859781_taxi,66859781,Unspecified,"1101 GARRISON AVENUE, BRONX, NY, 10474"
66855470_taxi,66855470,MANHATTAN,"9 AVENUE AND WEST   42 STREET, MANHATTAN, NY, 10036"
66858699_taxi,66858699,Unspecified,"600 EAST  138 STREET, BRONX, NY, 10454"
66857539_taxi,66857539,Unspecified,"7 AVENUE BETWEEN WEST   54 STREET AND WEST   55 STREET, MANH"
66854366_taxi,66854366,Unspecified,"45 CENTRAL PARK SOUTH, MANHATTAN (NEW YORK), NY, 10019"
66859810_taxi,66859810,Unspecified,"23-15 44 ROAD, QUEENS (LONG ISLAND CITY), NY, 11101"
66853368_taxi,66853368,QUEENS,"89 AVENUE AND 139 STREET, QUEENS, NY, 11435"
66852247_taxi,66852247,QUEENS,"82-07 153 AVENUE, QUEENS (HOWARD BEACH), NY, 11414"
66858701_taxi,66858701,Unspecified,"160 BLEECKER STREET, MANHATTAN (NEW YORK), NY, 10012"
66853311_taxi,66853311,Unspecified,"60 CHRISTOPHER STREET, MANHATTAN (NEW YORK), NY, 10014"
66852168_taxi,66852168,MANHATTAN,"320 EAST   22 STREET, MANHATTAN (NEW YORK), NY, 10010"
66858713_taxi,66858713,Unspecified,"BROADWAY AND EAST HOUSTON STREET, MANHATTAN, NY, 10012"
66855403_taxi,66855403,Unspecified,"1705 SHEEPSHEAD BAY ROAD, BROOKLYN, NY, 11235"
66855463_taxi,66855463,Unspecified,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
66854272_taxi,66854272,Unspecified,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
66859768_taxi,66859768,Unspecified,"10 AVENUE AND WEST   41 STREET, MANHATTAN, NY, 10036"
66854306_taxi,66854306,Unspecified,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
66853263_taxi,66853263,Unspecified,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
66856522_taxi,66856522,Unspecified,"7 AVENUE SOUTH AND BLEEKER STREET, MANHATTAN, NY, 10014"
66854281_taxi,66854281,Unspecified,"52-19 FLUSHING AVENUE, QUEENS (MASPETH), NY, 11378"
66858797_taxi,66858797,Unspecified,"3 AVENUE AND EAST   21 STREET, MANHATTAN, NY, 10010"
66859749_taxi,66859749,Unspecified,"54-02 FLUSHING AVENUE, QUEENS (MASPETH), NY, 11378"
66859783_taxi,66859783,Unspecified,"54-02 FLUSHING AVENUE, QUEENS (MASPETH), NY, 11378"
66857589_taxi,66857589,Unspecified,"244 EAST HOUSTON STREET, MANHATTAN (NEW YORK), NY, 10002"
66855365_taxi,66855365,Unspecified,"37 1/2 ST MARKS PLACE, MANHATTAN (NEW YORK), NY, 10003"
66856438_taxi,66856438,BROOKLYN,"2 HINCKLEY PLACE, BROOKLYN, NY, 11218"
66856461_taxi,66856461,Unspecified,"1 AVENUE AND EAST    7 STREET, MANHATTAN, NY, 10009"
66851164_taxi,66851164,Unspecified,"463 CONDUIT BOULEVARD, BROOKLYN, NY, 11208"
66842797_taxi,66842797,Unspecified,"EAST   38 STREET AND PARK AVENUE, MANHATTAN, NY, 10016"
66849866_taxi,66849866,Unspecified,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
66845160_taxi,66845160,Unspecified,"151 KINGSLAND AVENUE, BROOKLYN, NY, 11222"
66842799_taxi,66842799,Unspecified,"345 PARK AVENUE, MANHATTAN (NEW YORK), NY, 10154"
66851029_taxi,66851029,Unspecified,"118 PARK AVENUE, MANHATTAN (NEW YORK), NY, 10017"
66848766_taxi,66848766,Unspecified,"305 WEST   40 STREET, MANHATTAN (NEW YORK), NY, 10018"
66851058_taxi,66851058,Unspecified,"26 CORTLANDT STREET, STATEN IS (STATEN ISLAND), NY, 10302"
66851059_taxi,66851059,Unspecified,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
66842911_taxi,66842911,Unspecified,"50 WEST   50 STREET, MANHATTAN (NEW YORK), NY, 10112"
66851165_taxi,66851165,Unspecified,"205 WEST   47 STREET, MANHATTAN (NEW YORK), NY, 10036"
66843957_taxi,66843957,Unspecified,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
66848642_taxi,66848642,Unspecified,"CHURCH AVENUE AND NOSTRAND AVENUE, BROOKLYN, NY, 11226"
66848731_taxi,66848731,Unspecified,"2 AVENUE AND EAST   82 STREET, MANHATTAN, NY, 10028"
66847463_taxi,66847463,Unspecified,"CHURCH AVENUE AND NOSTRAND AVENUE, BROOKLYN, NY, 11226"
66847460_taxi,66847460,Unspecified,"200 WEST   49 STREET, MANHATTAN (NEW YORK), NY, 10019"
66851147_taxi,66851147,Unspecified,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
66845155_taxi,66845155,Unspecified,"846 8 AVENUE, MANHATTAN (NEW YORK), NY, 10019"
66843958_taxi,66843958,Unspecified,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
66851225_taxi,66851225,Unspecified,"22-45 DITMARS BOULEVARD, QUEENS (ASTORIA), NY, 11105"
66848768_taxi,66848768,BROOKLYN,Unknown
66849896_taxi,66849896,Unspecified,"15 WEST   53 STREET, MANHATTAN (NEW YORK), NY, 10019"
66845278_taxi,66845278,Unspecified,"337 EAST   10 STREET, MANHATTAN (NEW YORK), NY, 10009"
66851028_taxi,66851028,Unspecified,"333 WEST   34 STREET, MANHATTAN (NEW YORK), NY, 10001"
66845276_taxi,66845276,Unspecified,"160 JAY STREET, BROOKLYN, NY, 11201"
66842909_taxi,66842909,BROOKLYN,"48-00 VAN DAM STREET, QUEENS (LONG ISLAND CITY), NY, 11101"
66847446_taxi,66847446,Unspecified,"LGA TERMINAL B, QUEENS (EAST ELMHURST) ,NY, 11369"
66843964_taxi,66843964,Unspecified,"1320 GARRISON AVENUE, BRONX, NY, 10474"
66846269_taxi,66846269,Unspecified,"652 WEST  189 STREET, MANHATTAN (NEW YORK), NY, 10040"
66842809_taxi,66842809,Unspecified,"236 WEST  126 STREET, MANHATTAN (NEW YORK), NY, 10027"
66849880_taxi,66849880,Unspecified,"54-04 ROOSEVELT AVENUE, QUEENS (WOODSIDE), NY, 11377"
66844081_taxi,66844081,Unspecified,"82 GANSEVOORT STREET, MANHATTAN (NEW YORK), NY, 10014"
66845154_taxi,66845154,Unspecified,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
66849983_taxi,66849983,Unspecified,"74-13 ROOSEVELT AVENUE, QUEENS (JACKSON HEIGHTS), NY, 11372"
66842910_taxi,66842910,Unspecified,"340 EAST   11 STREET, MANHATTAN (NEW YORK), NY, 10003"
66851163_taxi,66851163,Unspecified,"167 LAFAYETTE AVENUE, BROOKLYN, NY, 11238"
66851057_taxi,66851057,Unspecified,"26 CORTLANDT STREET, MANHATTAN (NEW YORK), NY, 10007"
66844082_taxi,66844082,Unspecified,"3 AVENUE AND EAST   60 STREET, MANHATTAN, NY, 10022"
66849865_taxi,66849865,Unspecified,"136 WEST   42 STREET, MANHATTAN (NEW YORK), NY, 10036"
66846271_taxi,66846271,Unspecified,"1320 GARRISON AVENUE, BRONX, NY, 10474"
66846270_taxi,66846270,Unspecified,"1320 GARRISON AVENUE, BRONX, NY, 10474"
66844058_taxi,66844058,Unspecified,"1302 AMSTERDAM AVENUE, MANHATTAN (NEW YORK), NY, 10027"
66842808_taxi,66842808,Unspecified,"1376 GARRISON AVENUE, BRONX, NY, 10474"
66845277_taxi,66845277,Unspecified,"210 WEST   45 STREET, MANHATTAN (NEW YORK), NY, 10036"
66843965_taxi,66843965,Unspecified,"480 EAST  120 STREET, MANHATTAN (NEW YORK), NY, 10035"
66849981_taxi,66849981,BROOKLYN,"325 46 STREET, BROOKLYN, NY, 11220"
66846395_taxi,66846395,Unspecified,"7 AVENUE AND WEST   47 STREET, MANHATTAN, NY, 10036"
66849879_taxi,66849879,Unspecified,"1106 GARRISON AVENUE, BRONX, NY, 10474"
66846396_taxi,66846396,Unspecified,"7 AVENUE AND WEST   48 STREET, MANHATTAN, NY, 10036"
66849953_taxi,66849953,Unspecified,"150 WEST   48 STREET, MANHATTAN (NEW YORK), NY, 10105"
66847461_taxi,66847461,Unspecified,"268 JEFFERSON AVENUE, STATEN IS (STATEN ISLAND), NY, 10306"
66847462_taxi,66847462,BROOKLYN,"2 AVENUE AND 55 STREET, BROOKLYN, NY, 11220"
66848786_taxi,66848786,Unspecified,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
66849872_taxi,66849872,Unspecified,"125 EAST  125 STREET, MANHATTAN (NEW YORK), NY, 10035"
66846376_taxi,66846376,Unspecified,"1727 67 STREET, BROOKLYN, NY, 11204"
66848641_taxi,66848641,Unspecified,"403 EAST   37 STREET, MANHATTAN (NEW YORK), NY, 10016"
66844057_taxi,66844057,Unspecified,"2 AVENUE AND EAST   77 STREET, MANHATTAN, NY, 10075"
66847447_taxi,66847447,Unspecified,"50 EAST   87 STREET, MANHATTAN (NEW YORK), NY, 10128"
66847458_taxi,66847458,Unspecified,"168 STREET AND HILLSIDE AVENUE, QUEENS, NY, 11432"
66847491_taxi,66847491,Unspecified,"85 WASHINGTON PLACE, MANHATTAN (NEW YORK), NY, 10011"
66848767_taxi,66848767,Unspecified,"132 WEST   43 STREET, MANHATTAN (NEW YORK), NY, 10036"
66851129_taxi,66851129,Unspecified,"6 AVENUE AND WEST   45 STREET, MANHATTAN, NY, 10036"
66845134_taxi,66845134,Unspecified,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
66847483_taxi,66847483,Unspecified,"30 WATER STREET, MANHATTAN (NEW YORK), NY, 10004"
66843954_taxi,66843954,Unspecified,"EAST   42 STREET AND MADISON AVENUE, MANHATTAN, NY, 10017"
66847448_taxi,66847448,Unspecified,"1568 BROADWAY, MANHATTAN (NEW YORK), NY, 10036"
66846361_taxi,66846361,Unspecified,"5 AVENUE AND EAST   47 STREET, MANHATTAN, NY, 10017"
66846249_taxi,66846249,Unspecified,"600 METROPOLITAN AVENUE, BROOKLYN, NY, 11211"
66846362_taxi,66846362,Unspecified,"75-15 37 AVENUE, QUEENS (JACKSON HEIGHTS), NY, 11372"
66848618_taxi,66848618,Unspecified,"600 METROPOLITAN AVENUE, STATEN IS (STATEN ISLAND), NY, 1030"
66849979_taxi,66849979,Unspecified,"889 BROADWAY, MANHATTAN (NEW YORK), NY, 10003"
66844080_taxi,66844080,Unspecified,"115 4 AVENUE, MANHATTAN (NEW YORK), NY, 10003"
66845279_taxi,66845279,Unspecified,"75 HOYT STREET, BROOKLYN, NY, 11201"
66851161_taxi,66851161,Unspecified,"16 CLINTON STREET, MANHATTAN (NEW YORK), NY, 10002"
66845280_taxi,66845280,Unspecified,"124 GREENPOINT AVENUE, BROOKLYN, NY, 11222"
66842826_taxi,66842826,Unspecified,"208 FORSYTH STREET, MANHATTAN (NEW YORK), NY, 10002"
66849984_taxi,66849984,Unspecified,"254 VANDERBILT AVENUE, BROOKLYN, NY, 11205"
66846397_taxi,66846397,Unspecified,"461 VANDERBILT AVENUE, BROOKLYN, NY, 11238"
66849867_taxi,66849867,Unspecified,"8 CHRISTOPHER STREET, MANHATTAN (NEW YORK), NY, 10014"
66851130_taxi,66851130,Unspecified,"50 DIVISION STREET, MANHATTAN (NEW YORK), NY, 10002"
66842795_taxi,66842795,Unspecified,"444 PARK AVENUE SOUTH, MANHATTAN (NEW YORK), NY, 10016"
66851162_taxi,66851162,Unspecified,"180 SOUTH    4 STREET, BROOKLYN, NY, 11211"
66846394_taxi,66846394,Unspecified,"66 AVENUE A, MANHATTAN (NEW YORK), NY, 10009"
66849980_taxi,66849980,Unspecified,"48 FRANKLIN AVENUE, BROOKLYN, NY, 11205"
66846295_taxi,66846295,Unspecified,"65 WEST   30 STREET, MANHATTAN (NEW YORK), NY, 10001"
66844083_taxi,66844083,Unspecified,"213 1 AVENUE, MANHATTAN (NEW YORK), NY, 10003"
66848663_taxi,66848663,Unspecified,"AMSTERDAM AVENUE AND WEST   65 STREET, MANHATTAN, NY, 10023"
66845264_taxi,66845264,BRONX,"EAST FORDHAM ROAD AND GRAND CONCOURSE, BRONX, NY, 10458"
66847588_taxi,66847588,Unspecified,"34 EAST    8 STREET, MANHATTAN (NEW YORK), NY, 10003"
66846398_taxi,66846398,Unspecified,"440 3 AVENUE, MANHATTAN (NEW YORK), NY, 10016"
66851145_taxi,66851145,Unspecified,"239 1 AVENUE, MANHATTAN (NEW YORK), NY, 10003"
66849895_taxi,66849895,Unspecified,"THE BATTERY, MANHATTAN (NEW YORK) ,NY, 10004"
66845247_taxi,66845247,Unspecified,"226 WEST   52 STREET, MANHATTAN (NEW YORK), NY, 10019"
66847589_taxi,66847589,QUEENS,Unknown
66843955_taxi,66843955,Unspecified,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
66842825_taxi,66842825,Unspecified,"150 BROADWAY, MANHATTAN (NEW YORK), NY, 10038"
66842807_taxi,66842807,Unspecified,"548 HANCOCK STREET, BROOKLYN, NY, 11233"
66847562_taxi,66847562,Unspecified,"LA GUARDIA AIRPORT, QUEENS (EAST ELMHURST) ,NY, 11369"
66847482_taxi,66847482,Unspecified,"808 COLUMBUS AVENUE, MANHATTAN (NEW YORK), NY, 10025"
66849881_taxi,66849881,BRONX,"150 WEST  225 STREET, BRONX, NY, 10463"
66849954_taxi,66849954,Unspecified,"169-01 HILLSIDE AVENUE, QUEENS (JAMAICA), NY, 11432"
66847459_taxi,66847459,Unspecified,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
66851056_taxi,66851056,Unspecified,"GREAT JONES STREET AND LAFAYETTE STREET, MANHATTAN, NY, 1001"
66848617_taxi,66848617,Unspecified,"3 EAST   28 STREET, MANHATTAN (NEW YORK), NY, 10016"
66832047_taxi,66832047,Unspecified,"132 EAST    7 STREET, MANHATTAN (NEW YORK), NY, 10009"
66834720_taxi,66834720,Unspecified,"LA GUARDIA AIRPORT, QUEENS (EAST ELMHURST) ,NY, 11369"
66838873_taxi,66838873,Unspecified,"150 RIVINGTON STREET, MANHATTAN (NEW YORK), NY, 10002"
66836184_taxi,66836184,Unspecified,"CARROLL STREET AND CLINTON STREET, BROOKLYN, NY, 11231"
66837499_taxi,66837499,STATEN ISLAND,"1551 RICHMOND ROAD, STATEN IS (STATEN ISLAND), NY, 10304"
66841648_taxi,66841648,Unspecified,"300 EAST   52 STREET, MANHATTAN (NEW YORK), NY, 10022"
66836179_taxi,66836179,Unspecified,"309 5 AVENUE, BROOKLYN, NY, 11215"
66837606_taxi,66837606,Unspecified,"18 BOERUM PLACE, BROOKLYN, NY, 11201"
66841756_taxi,66841756,Unspecified,"224 15 STREET, BROOKLYN, NY, 11215"
66834837_taxi,66834837,Unspecified,"236 15 STREET, BROOKLYN, NY, 11215"
66834752_taxi,66834752,Unspecified,"7 AVENUE AND WEST   14 STREET, MANHATTAN, NY, 10011"
66840241_taxi,66840241,Unspecified,"430 WEST   34 STREET, MANHATTAN (NEW YORK), NY, 10001"
66840240_taxi,66840240,Unspecified,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
66834737_taxi,66834737,QUEENS,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
66838994_taxi,66838994,Unspecified,"LA GUARDIA AIRPORT, QUEENS (EAST ELMHURST) ,NY, 11369"
66837574_taxi,66837574,Unspecified,"238 WEST   28 STREET, MANHATTAN (NEW YORK), NY, 10001"
66838919_taxi,66838919,Unspecified,"CHURCH STREET AND CORTLANDT STREET, MANHATTAN, NY, 10007"
66832009_taxi,66832009,Unspecified,"22-34 94 STREET, QUEENS (EAST ELMHURST), NY, 11369"
66840291_taxi,66840291,Unspecified,"LINCOLN CENTER, MANHATTAN (NEW YORK) ,NY, 10023"
66832010_taxi,66832010,Unspecified,"LA GUARDIA AIRPORT, QUEENS (EAST ELMHURST) ,NY, 11369"
66833406_taxi,66833406,Unspecified,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
66841623_taxi,66841623,Unspecified,"LA GUARDIA AIRPORT, QUEENS (EAST ELMHURST) ,NY, 11369"
66834754_taxi,66834754,Unspecified,"3 AVENUE AND EAST   72 STREET, MANHATTAN, NY, 10021"
66840402_taxi,66840402,Unspecified,"1940 GRAND CONCOURSE, BRONX, NY, 10457"
66836183_taxi,66836183,Unspecified,"7 WEST   60 STREET, MANHATTAN (NEW YORK), NY, 10023"
66837466_taxi,66837466,Unspecified,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
66837467_taxi,66837467,Unspecified,"8 AVENUE AND WEST   31 STREET, MANHATTAN, NY, 10001"
66833527_taxi,66833527,Unspecified,"181 2 AVENUE, MANHATTAN (NEW YORK), NY, 10003"
66841755_taxi,66841755,Unspecified,"74 3 AVENUE, MANHATTAN (NEW YORK), NY, 10003"
66841760_taxi,66841760,Unspecified,"830 BROADWAY, MANHATTAN (NEW YORK), NY, 10003"
66840405_taxi,66840405,Unspecified,"830 BROADWAY, MANHATTAN (NEW YORK), NY, 10003"
66841757_taxi,66841757,Unspecified,"862 BROADWAY, MANHATTAN (NEW YORK), NY, 10003"
66840408_taxi,66840408,Unspecified,"801 BEDFORD AVENUE, BROOKLYN, NY, 11205"
66836181_taxi,66836181,Unspecified,"863 DEAN STREET, BROOKLYN, NY, 11238"
66833425_taxi,66833425,BRONX,"2112 WHITE PLAINS ROAD, BRONX, NY, 10462"
66836182_taxi,66836182,Unspecified,"145 4 AVENUE, MANHATTAN (NEW YORK), NY, 10003"
66834840_taxi,66834840,Unspecified,"112 EAST   12 STREET, MANHATTAN (NEW YORK), NY, 10003"
66840410_taxi,66840410,Unspecified,"60 CARMINE STREET, MANHATTAN (NEW YORK), NY, 10014"
66833528_taxi,66833528,Unspecified,"62 CARMINE STREET, MANHATTAN (NEW YORK), NY, 10014"
66836156_taxi,66836156,Unspecified,"255 VESEY STREET, MANHATTAN (NEW YORK), NY, 10282"
66840406_taxi,66840406,Unspecified,"107-76 QUEENS BOULEVARD, QUEENS (FOREST HILLS), NY, 11375"
66837454_taxi,66837454,Unspecified,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
66840400_taxi,66840400,Unspecified,"101 EAST   10 STREET, MANHATTAN (NEW YORK), NY, 10003"
66832147_taxi,66832147,Unspecified,"101 EAST   10 STREET, MANHATTAN (NEW YORK), NY, 10003"
66832148_taxi,66832148,Unspecified,"115 EAST   10 STREET, MANHATTAN (NEW YORK), NY, 10003"
66832142_taxi,66832142,Unspecified,"34 EAST HOUSTON STREET, MANHATTAN (NEW YORK), NY, 10012"
66840403_taxi,66840403,Unspecified,"1 CLEVELAND PLACE, MANHATTAN (NEW YORK), NY, 10012"
66834839_taxi,66834839,Unspecified,"27 CLEVELAND PLACE, MANHATTAN (NEW YORK), NY, 10012"
66840401_taxi,66840401,Unspecified,"52 WEST    3 STREET, MANHATTAN (NEW YORK), NY, 10012"
66837518_taxi,66837518,Unspecified,"3 AVENUE AND EAST   59 STREET, MANHATTAN, NY, 10022"
66832143_taxi,66832143,Unspecified,"2545 GRAND CONCOURSE, BRONX, NY, 10468"
66837463_taxi,66837463,Unspecified,"LA GUARDIA AIRPORT, QUEENS (EAST ELMHURST) ,NY, 11369"
66834866_taxi,66834866,MANHATTAN,"THE BATTERY, MANHATTAN (NEW YORK) ,NY, 10004"
66837604_taxi,66837604,Unspecified,"150 STANTON STREET, MANHATTAN (NEW YORK), NY, 10002"
66832141_taxi,66832141,Unspecified,"91 AVENUE A, MANHATTAN (NEW YORK), NY, 10009"
66841758_taxi,66841758,Unspecified,"149 AVENUE A, MANHATTAN (NEW YORK), NY, 10009"
66837470_taxi,66837470,Unspecified,"420 LEXINGTON AVENUE, MANHATTAN (NEW YORK), NY, 10170"
66832011_taxi,66832011,Unspecified,"LA GUARDIA AIRPORT, QUEENS (EAST ELMHURST) ,NY, 11369"
66841667_taxi,66841667,Unspecified,"204 WEST   23 STREET, MANHATTAN (NEW YORK), NY, 10011"
66832149_taxi,66832149,Unspecified,"51 EAST   44 STREET, MANHATTAN (NEW YORK), NY, 10017"
66840404_taxi,66840404,Unspecified,"5996 BROADWAY, BRONX, NY, 10471"
66834836_taxi,66834836,Unspecified,"5996 BROADWAY, BRONX, NY, 10471"
66837496_taxi,66837496,Unspecified,"ELMHURST AVENUE AND ROOSEVELT AVENUE, QUEENS, NY, 11372"
66832002_taxi,66832002,Unspecified,"1122 FRANKLIN AVENUE, BRONX, NY, 10456"
66841734_taxi,66841734,Unspecified,"444 MADISON AVENUE, MANHATTAN (NEW YORK), NY, 10022"
66840407_taxi,66840407,Unspecified,"148 SANDS STREET, BROOKLYN, NY, 11201"
66841759_taxi,66841759,Unspecified,"415 CLASSON AVENUE, BROOKLYN, NY, 11238"
66833402_taxi,66833402,Unspecified,"301 WEST   42 STREET, MANHATTAN (NEW YORK), NY, 10036"
66838941_taxi,66838941,Unspecified,"BROADWAY AND WEST   80 STREET, MANHATTAN, NY, 10024"
66832146_taxi,66832146,Unspecified,"448 LAFAYETTE AVENUE, BROOKLYN, NY, 11205"
66840409_taxi,66840409,Unspecified,"87 SOUTH    4 STREET, BROOKLYN, NY, 11249"
66832145_taxi,66832145,Unspecified,"103 4 AVENUE, BROOKLYN, NY, 11217"
66835108_taxi,66835108,Unspecified,"30 WEST   44 STREET, MANHATTAN (NEW YORK), NY, 10036"
66837576_taxi,66837576,Unspecified,"LA GUARDIA AIRPORT, QUEENS (EAST ELMHURST) ,NY, 11369"
66841645_taxi,66841645,Unspecified,"127 EAST   55 STREET, MANHATTAN (NEW YORK), NY, 10022"
66834838_taxi,66834838,Unspecified,"183 ESSEX STREET, MANHATTAN (NEW YORK), NY, 10002"
66837605_taxi,66837605,Unspecified,"5 AVENUE A, MANHATTAN (NEW YORK), NY, 10009"
66832144_taxi,66832144,Unspecified,"173 2 AVENUE, MANHATTAN (NEW YORK), NY, 10003"
66840411_taxi,66840411,Unspecified,"175 1 AVENUE, MANHATTAN (NEW YORK), NY, 10003"
66837607_taxi,66837607,Unspecified,"177 1 AVENUE, MANHATTAN (NEW YORK), NY, 10003"
66836180_taxi,66836180,Unspecified,"1400 YORK AVENUE, MANHATTAN (NEW YORK), NY, 10021"
66837603_taxi,66837603,Unspecified,"6 AVENUE AND WEST   54 STREET, MANHATTAN, NY, 10019"
66833426_taxi,66833426,Unspecified,"538 WEST   58 STREET, MANHATTAN (NEW YORK), NY, 10019"
66833404_taxi,66833404,Unspecified,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
66833499_taxi,66833499,Unspecified,"6 AVENUE AND WALKER STREET, MANHATTAN, NY, 10013"
66833498_taxi,66833498,Unspecified,"113 LEXINGTON AVENUE, MANHATTAN (NEW YORK), NY, 10016"
66830989_taxi,66830989,Unspecified,"3 AVENUE AND EAST   72 STREET, MANHATTAN, NY, 10021"
66836039_taxi,66836039,Unspecified,"1 AVENUE AND 39 STREET, BROOKLYN, NY, 11232"
66840270_taxi,66840270,Unspecified,"25-91 STEINWAY STREET, QUEENS (ASTORIA), NY, 11103"
66837498_taxi,66837498,QUEENS,"LA GUARDIA AIRPORT, QUEENS (EAST ELMHURST) ,NY, 11369"
66836438_taxi,66836438,Unspecified,"3850 HUDSON MANOR TERRACE, BRONX, NY, 10463"
66837608_taxi,66837608,Unspecified,"1365 ST NICHOLAS AVENUE, MANHATTAN (NEW YORK), NY, 10033"
66834753_taxi,66834753,Unspecified,"345 PARK AVENUE, MANHATTAN (NEW YORK), NY, 10154"
66837575_taxi,66837575,Unspecified,"LA GUARDIA AIRPORT, QUEENS (EAST ELMHURST) ,NY, 11369"
66840366_taxi,66840366,Unspecified,"EAST   38 STREET AND MADISON AVENUE, MANHATTAN, NY, 10016"
66832434_taxi,66832434,Unspecified,"7 AVENUE AND WEST   17 STREET, MANHATTAN, NY, 10011"
66841735_taxi,66841735,Unspecified,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
66837633_taxi,66837633,Unspecified,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
66841646_taxi,66841646,QUEENS,"LA GUARDIA AIRPORT, QUEENS (EAST ELMHURST) ,NY, 11369"
66837577_taxi,66837577,Unspecified,"MALCOLM X BOULEVARD AND WEST  125 STREET, MANHATTAN, NY, 100"
66837468_taxi,66837468,Unspecified,"1 AVENUE AND EAST   72 STREET, MANHATTAN, NY, 10021"
66837578_taxi,66837578,Unspecified,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
66841736_taxi,66841736,Unspecified,"MALCOLM X BOULEVARD AND WEST  125 STREET, MANHATTAN, NY, 100"
66838918_taxi,66838918,Unspecified,"70 EAST   55 STREET, MANHATTAN (NEW YORK), NY, 10022"
